,price,depreciation,registration_date,mileage,road_tax,deregistration_value,coe,engine_cap,curb_weight,manufactured_year,trasmission,omv,arf,power,number_of_owner,type,car_features,car_accessories,descriptions,warranty,category,status
157,"$129,800","$17,810",31-May-2019,"59,000 km (15.4k /yr)","$1,194 /yr","$59,075","$52,410","1,984 cc","1,480 kg",2019,Auto,"$33,718","$39,206",140.0 kW (187 bhp),1,Luxury Sedan,"Features 2.0L 4 Cylinder Turbocharged Engine, 7 Speed Dual Clutch S-Tronic With 187Bhp, (0-100) In 7.2s, Multi Function Steering, Cruise Control, Paddle Shift. View specs of the Audi A4 Sedan (2016-2020)","Accessories Virtual Cockpit, Navigation, Keyless Engine Start, Auto Headlights, Multi-Function Steering, Bluetooth, Paddle Shifters, Electrical Retractable Mirror",Description 1 Owner. Low Mileage. Agent Maintained. 5 Years Premium Automobile Warranty+Free Servicing Package Avail. Just Serviced At PA. 1 Careful Owner. Very Beautiful & Powerful Sedan. Trade In Welcome. 100% Loan Avail. Contact Us Now For A Viewing!,CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
158,"$63,800","$13,720",24-May-2017,"79,000 km (13.5k /yr)",$684 /yr,"$30,793","$51,600","1,497 cc","1,096 kg",2016,Auto,"$18,293","$13,293",88.0 kW (118 bhp),1,Mid-Sized Sedan,"Features Powerful Yet Fuel Efficient 4 Cylinders Inline SOHC I-VTEC Engine Producing 118bhp. Earth Dreams CVT transmission with eco mode, ABS, SRS airbags View specs of the Honda City (2014-2020)","Accessories Leather Seats, Sports Rims, Factory Fitted Audio System, Multi Function Steering, Airbags, Retractable Side Mirrors, Reverse Camera, Reverse Sensor.",Description Low Mileage. 1 Owner. Very beautiful and Well maintained Unit. Flexible Loan Packages. Low Interest Rate. No Repair Needed. Call Or WhatsApp For Viewing Appointment.,CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
159,"$56,888","$13,710",19-Nov-2016,"76,200 km (12k /yr)",$738 /yr,"$28,071","$52,668","1,591 cc","1,345 kg",2016,Auto,"$13,572","$13,572",93.8 kW (125 bhp),2,Mid-Sized Sedan,"Features Powerful and responsive 1.6L 4 cylinders 16 valve DOHC engine, 6 speed transmission, knockdown rear seats, multi function steering. View specs of the Hyundai Elantra","Accessories Sports rims, factory fitted audio system, GPS navigation, Bluetooth, multi function steering wheel, rear aircon vents, leather seat, disc brake","Description Interior like new, low maintenance cost, reliable and fuel efficient. Perfect for daily usage! Best buy with great condition. suits your family use, no major repairs needed. Most sellable sedan in the market now, we are sgCarMart premium dealer buy with confidence, trade-in welcome, buy with confidence! Flexible loan available, please call or WhatsApp for viewing appointment. Call us now!","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
160,"$65,800","$13,360",15-Aug-2017,N.A.,$682 /yr,"$30,489","$46,778","1,496 cc","1,331 kg",2017,Auto,"$19,207","$14,207",88.0 kW (118 bhp),1,Mid-Sized Sedan,"Features 1.5L 4 Cylinders Inline 16 Valve DOHC SkyActiv-G, 6-Speed Auto, ABS, SRS Airbags, Traction Controls, Keyless Start/Stop, Fuel Efficiency. View specs of the Mazda 3 Sedan (2014-2019)","Accessories Driver Electric Leather Seats, Sports Rims, Reverse Sensors And Camera, Navigation System, Bluetooth Interface, Auto Climate Control Aircon.","Description Agent Unit, Maintained And Serviced By Agent, Well Kept By Owner. Full Loan Available! Attractive Interest Rates From 2.78%! 100% Accident Free! Guaranteed Non Structural Or Chassis Damage! Trade In Welcome! Call Us Now For A Non Obligation Viewing! Dont Miss It!","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
161,"$99,800","$12,500",04-Jan-2021,"23,000 km (10.4k /yr)",$392 /yr,"$35,317","$40,556",996 cc,970 kg,2020,Auto,"$18,591","$5,000",72.0 kW (96 bhp),1,SUV,"Features Responsive and powerful 1.0L intercooled turbocharged engine, smooth CVT auto transmission, keyless entry, push start/stop, autofold mirrors. View specs of the Toyota Raize (2020)","Accessories 16"" dunlop enasave ec300+ tyres with Sports rims, Upgraded suspension, 10"" android player with carplay, Iroad X5 Front & back recording camera.","Description 1 owner, low mileage unit! Flexible financing plans available! $0 driveway scheme available! Highest trade in offers, call us for a non obligatory viewing today!",CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
162,"$59,800","$9,930",03-Jun-2009,"179,000 km (13k /yr)",$868 /yr,"$15,371","$25,525","1,390 cc","1,377 kg",2009,Auto,"$21,684","$21,684",118.0 kW (158 bhp),4,Mid-Sized Sedan,"Features Powerful 1.4L TSI Turbocharged Engine, 7 Speed DSG Auto Transmission, ABS, SRS Airbags, Multi-Function Steering Wheel. View specs of the Volkswagen Jetta (2005-2011)","Accessories Sports Rims, Factory Fitted Audio With Audio Steering Control, Reverse Sensors, Rear Aircon, Solar Films, Fog Lamps.","Description $0 drive / Full loan available! Sporty and elegance metallic black colour! Low mileage, Mint Condition. View to believe! Buy with confidence! Immediately transfer of ownership. In house loan or bank loan available! Fast and easy loan approval! Viewing by appoinement only.","CategoryCOE Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
163,"$18,800","$12,360",04-Jan-2010,"107,000 km (8.1k /yr)","$1,033 /yr","$4,483","$14,743","1,591 cc","1,251 kg",2009,Auto,"$13,753","$13,753",92.7 kW (124 bhp),3,Mid-Sized Sedan,"Features 1.6l DOHC CVVT Engine With 124BHP, 4 Speed Auto Transmission, ABS, SRS, Traction Control, Digital Climatic Control Aircon, Knockdown Rear Seats View specs of the Kia Cerato","Accessories Leather Seats, Sports Rim, Retractable Side Mirrors, Reverse Camera,","Description Buy With Assurance With 5 Star Reviews! Extremely Well Maintain Interior And Exterior By Previous Owner, No Repairs Needed, Suitable For Short Term Usage, Monthly From $7XX Only! Bank Loan/In House Loan Available, Contact Our Friendly Sales Consultant For A Non-Obligation Viewing Or Testdrive","This car comes with 6-mth Sgcarmart Warranty, the best protection for your car.Ask the dealer to activate the warranty to start the coverage.$0 Repair BillsComprehensive Vehicle Inspection","COE Car, Low Mileage Car, Sgcarmart Warranty Cars",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
164,"$78,800","$23,690",23-Oct-2015,"84,000 km (11.3k /yr)","$1,202 /yr","$36,644","$59,889","1,991 cc","1,465 kg",2015,Auto,"$34,509","$35,313",135.0 kW (181 bhp),2,Luxury Sedan,"Features 2.0l 4 cylinders inline 16 valve turbocharged engine, 9g-tronic plusauto, srsairbags, 0-100km/h in 7.3s, low-fuel consumption at 17.2l/km. View specs of the Mercedes-Benz C-Class Saloon (2014-2018)","Accessories Factory fitted BT audio system, rear aircon vent, multi-function steering wheel, auto headlight, electric & heated seats, Cruise control. 16"" Rays.","Description Well maintain tip-top condition vehicle, Low mileage & fuel efficiency. Flexible loan available, accident free, buy with a piece of mind. View to believe, no obligation viewing, like it buy it, trade in welcome. Contact us now to schedule a viewing/test drive!","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
165,"$62,800","$10,150",11-Jun-2009,"95,723 km (6.9k /yr)",$958 /yr,"$17,259","$27,886","1,497 cc","1,095 kg",2009,Auto,"$12,468","$6,189",80.0 kW (107 bhp),4,Mid-Sized Sedan,"Features Low fuel efficiency, 1.5l VVT-I 16 valves inline DOHC engine, 107bhp, 4 speed auto transmission, ABS, EBD, dual SRS airbags. View specs of the Toyota Vios (2007-2013)","Accessories Original leather seats, sports rims, reverse sensors, retractable side mirrors, knockdown rear seats.","Description Flawless Matt White worth $2K. No Repairs Needed. Unrivaled condition. Non-consignment. Immediate Tansfer of Ownership. Flexible Financing, high trade-in, PHV welcome No gimmicks! View to believe! Late-night viewing available too! Hurry! Don't miss it!","This car comes with 6-mth Sgcarmart Warranty, the best protection for your car.Ask the dealer to activate the warranty to start the coverage.$0 Repair BillsComprehensive Vehicle Inspection","COE Car, Premium Ad Car, Low Mileage Car, Sgcarmart Warranty Cars",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
166,"$79,800","$9,460",29-Aug-2011,"149,000 km (12.9k /yr)",$744 /yr,"$39,093","$46,358","1,390 cc","1,269 kg",2011,Auto,"$23,512","$23,512",132.0 kW (177 bhp),4,Hatchback,"Features 1.4l inline 4-cylinder 16-valves twincharged, 7 speed DSG, FWD, 0-100 km/h in 6.9s, 250nm of torque and sunroof. View specs of the Volkswagen Polo (2009-2018)","Accessories Leather alcantara upholstery, sports rims, body-kit, touch screen infotainment, fog lamps, rear knockdown seats and reverse sensor.","Description Pristine condition! Full service and all wear and tear parts done up,100% loan of car price available from, Various financing scheme available! Trade-in welcome, one stop service solution.","CategoryCOE Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
167,"$17,188","$9,740",29-Dec-2009,"186,000 km (14k /yr)","$1,028 /yr","$5,642","$15,988","1,584 cc","1,162 kg",2009,Auto,"$13,526","$13,526",79.0 kW (105 bhp),3,Mid-Sized Sedan,"Features 1.6 inline 4 cylinders 16 valve SOHC powerful and fuel efficient engine, 5 speed automatic transmission, ABS, dual SRS airbags. View specs of the Mitsubishi Lancer","Accessories Sport rims, audio player, reverse sensors. Leather seats.","Description Full loan available. Chespest in market. In house or bank loan available! No Repair needed. Fast, easy and flexible loan approval! Low mileage, mint condition. Buy with confidence! Viewing and test drive available daily including weekend from 10am To 7pm.",CategoryCOE Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
168,"$45,800","$15,480",20-Aug-2015,"106,545 km (14k /yr)",$682 /yr,"$24,404","$58,700","1,496 cc","1,180 kg",2015,Auto,"$17,139","$17,139",96.0 kW (128 bhp),2,SUV,"Features 1.5L DOHC I-VTEC engine, 128bhp, CVT auto transmission, ABS, airbags, keyless entry/start/stop, knockdown rear seats. View specs of the Honda Vezel 2014 (2014)","Accessories Pioneer touch screen monitor with Reverse Camera/Sensor, knockdown rear seats, electric park brake, eco mode, reverse camera/sensor.",Description Beautiful new white paintwork! Newly Paid Road Tax Till Aug 2023! Voted as one of the best Japanese SUV for its fuel efficiency and easy maintenance! Well maintained by previous owner! Spacious boot and rear space for comfort and convenience. Flexible loan/high trade in available! Attractive interest rate from 2.78%! Why wait? Call us now for an appointment to view this car!,"CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
169,"$56,800","$13,410",16-Dec-2016,"51,000 km (8.1k /yr)",$738 /yr,"$26,720","$48,000","1,591 cc","1,345 kg",2016,Auto,"$13,572","$13,572",93.8 kW (125 bhp),1,Mid-Sized Sedan,"Features Powerful and responsive 1.6L 4 cylinders 16 valve DOHC engine, 6 speed transmission, 125bhp. View specs of the Hyundai Elantra","Accessories Sports rims, factory fitted audio system, reverse sensors, multi function steering wheel, rear aircon vents, leather seat, disc brake.",Description $0 admin fees. Zero downpayment. Rare low mileage unit. Buy with a peace of mind.,"CategoryPARF Car, Premium Ad Car, Low Mileage Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
170,"$338,000","$45,420",13-Oct-2010,N.A.,"$4,727 /yr","$24,492","$32,914","3,799 cc","1,745 kg",2010,Auto,"$108,262","$108,262",357.0 kW (478 bhp),3,Sports Car,"Features Rare Nissan agent Tan Chong unit! Powerful 3.8l V6 twin turbocharged engine, 6 speed dual clutch transmission, paddle shift, upgraded head lights! View specs of the Nissan GTR (2010-2010)","Accessories Upgraded Arquay approved exhaust with CF wing, CF side skirt, CF bonnet, CF front lip, CF LED steering wheel, Ecutek tuned!",Description From Tan Chong agent unit. Fully sheltered parking. Original English version entertainment info superb well kept condition. All wear & tear done with many new parts. View to see the immaculate condition. Viewings are strictly by appointment. High loan available trade in available. Call/WhatsApp now!,"CategoryCOE Car, Rare & Exotic, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
171,"$1,379,000",N.A.,N.A.,N.A.,"$8,004 /yr",N.A.,New 10-yr COE,"6,592 cc",N.A.,Auto,"$180,000",,,,,Sports Car,"Features Powerful V12 twin turbo engine producing 623bhp, torque 800nm, 4.6s (0-100km/h), 8 speed auto transmission, all wheel drive.","Accessories 21"" rims, navigation system, multi function steering control, comfort entry system, star roof, all headrests come with RR monograms.","Description Powerful and luxurious dual tone exterior Rolls Royce 2 door Coupe. Electric tailgate, Bluetooth interface, multi-zone auto climate control aircon, hid headlight with LED daytime running light, reverse camera, both passenger and driver memory electric comfortable leather seats.",Additional Imported Used Vehicle. Comes with new 10-yr COE.,"Imported Used Vehicle, COE Car, Rare & Exotic",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
172,N.A,N.A,30-Sep-2019,N.A.,$976 /yr,N.A.,"$40,000","1,798 cc","1,480 kg",2019,Auto,"$28,711","$32,196",132.0 kW (177 bhp),1,Luxury Sedan,"Features 1.8L turbocharged engine producing 177bhp and 250nm packed with 7 speed DSG gearbox, 0-100km/h in 7.9s","Accessories Massaging & memory driver's seat, Apple CarPlay, Android Auto, front & rear sensors, multi-zone climate control with Air Care Climatronic.",Description 5 year warranty with agent Volkswagen group Singapore. Low Interest Rate at only 2.78%! Flexible financing package with up to 90% approval. Beautiful Night Blue Metallic paintwork and black leather interior. Immaculate condition. View today!,"CategoryPARF Car, Low Mileage Car",StatusSOLD,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
173,"$87,800","$12,540",24-Mar-2010,"197,000 km (15.1k /yr)","$1,266 /yr","$24,791","$35,416","1,796 cc","1,575 kg",2010,Auto,"$59,434","$59,434",150.0 kW (201 bhp),6,Sports Car,"Features 1.8L turbocharged engine, producing 201bhp, auto transmission, ABS, airbags, cruise control, paddle shifter View specs of the Mercedes-Benz E250","Accessories Factory fitted audio with reverse sensors, sports rims, electric/memory seats. Retractable side mirrors with indicators.","Description Pristine condition, handsome sporty coupe, well maintained, view to believe, high/full loan available, trade in welcome, viewing by appointment only.",CategoryCOE Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
174,"$258,800","$31,150",09-Jul-2020,"35,000 km (12.9k /yr)","$1,792 /yr","$113,162","$112,001","2,493 cc","2,030 kg",2019,Auto,"$50,654","$63,178",134.0 kW (179 bhp),2,MPV,"Features 3 Eye LED Head Light, Powered By DOHC 4 Cylinder Inline, CVT-i Transmissions, Twin Power Sliding Doors, Executive Power Leather Seats, Sports Rims.","Accessories Keyless entry reverse sensors and camera recorder front and rear, upgraded DVD player with Bluetooth, auto power tailgate.","Description 1 Owner, Carplate number will be retain. Trade in are welcome, call for viewing or test drive.","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
175,"$177,777","$26,250",22-Jun-2018,N.A.,"$1,210 /yr","$78,942","$36,000","1,998 cc","1,540 kg",2018,Auto,"$60,040","$80,072",185.0 kW (248 bhp),1,Luxury Sedan,Features 2.0l TwinPower Turbo Engine Producing 249bhp And 350nm Paired With 8 Speed Automatic Transmission. 0-100km/h In 6.2 Secs.,"Accessories High Option Unit, M-Sport Bodykit, Electric Memory Seats, M-Sport Steering Wheel, M-Sport Rims, M-Sport Seats, HUD, Auto-tail Gate, 360 Camera, Etc","Description Immediately Transfer Ownership On The Spot, High Option Unit, 1 Owner With Low Mileage, BMW Warranty Come With And Free Engine Oil Servicing, 100% Accident Free, Pristine Inside Out. High Loan Available And Trade Ins Are Welcomed. Guarantee Not Gimmick Advertisement Car Display At Showroom, GST Included. Please Call For More.","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
176,"$97,800","$15,120",01-Oct-2018,"79,000 km (17.6k /yr)",$684 /yr,"$39,362","$32,429","1,499 cc","1,490 kg",2018,Auto,"$26,143","$28,601",120.0 kW (160 bhp),2,SUV,"Features Every now and then, a car comes along to break all the rules, and makes you rethink what you want in one. The Mitsubishi Eclipse Cross Is That Car. View specs of the Mitsubishi Eclipse Cross (2018)","Accessories 18"" SSW Sports Rims, JBT BBK, Keyless Entry/Start, Reverse Sensor/Camera, Electric Seats, Auto Tailgate, Rear Passenger AC, Panoramic Twin Sunroof","Description Look No Further! Highly Sought After Black On Black Unit! Many Upgraded Parts to Go With! Featuring the distinctive design and exceptional Japanese craftsmanship all around, the Eclipse Cross is streamlined for efficiency, handling and safety, and decked out thoughtfully for your comfort. Bank Rates From 2.78% and In House Rates from 3.48%! Trade in Available! Viewing by Appointment only.","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
177,"$132,800","$16,960",12-Nov-2019,"46,000 km (13.7k /yr)",$586 /yr,"$56,877","$40,009","1,332 cc","1,375 kg",2019,Auto,"$34,588","$40,424",120.0 kW (160 bhp),1,Hatchback,"Features 1.4L 4 cylinder inline turbocharged engine, FWD, 7G-DCT (A) at 160bhp with 250nm, 43l petrol tank, 0-100 km/h in 8s, full 10.25"" digital cockpit view.","Accessories Keyless entry/start/stop, factory fitted audio system, multi functional steering, LED headlight, reverse camera/sensor, rear aircon, Panoramic Sunroof","Description 1 owner only. Original grey paint with black interior. Beautiful interior with Panoramic Sunroof and rear aircon. Very well maintained, view to believe. Flexible down pay for bank loan available. Please call or visit us for more details.",CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
178,"$83,800","$10,780",18-Oct-2011,N.A.,$890 /yr,"$29,004","$37,303","1,598 cc","1,405 kg",2011,Auto,"$34,182","$34,182",135.0 kW (181 bhp),5,Sports Car,"Features 1.6L 4-cylinders In-line 16-valves, 6 Speed Auto Transmission With Paddle Shifters,ABS,SRS,ESC,HID, Cruise Controls, Keyless Entry,Multi-zone Aircon View specs of the MINI Cooper S Countryman (2011-2015)","Accessories Premium Leather Seats, Multi Function Steering Wheel, Factory Integrated Multi-Media Infotainment System, Bluetooth, Reverse Sensors, Sports Rims",Description Workshop Check/STA Evaluation Can Be Arranged. Viewing Available In Our Showroom. Bank And In House Loan Available. Contact Us Today! Viewing By Appointment Basis Only.,"CategoryCOE Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
179,"$153,800","$23,910",23-Jan-2018,"43,000 km (8.3k /yr)","$1,202 /yr","$76,288","$47,002","1,991 cc","1,615 kg",2017,Auto,"$58,073","$76,532",155.0 kW (207 bhp),1,Luxury Sedan,"Features Powered By Inline 4 Cylinders 16 Valve Turbocharged Engine Coupled With 9g-tronic Auto Transmission, Producing 207bhp, 350nm. Keyless Entry/start. View specs of the Mercedes-Benz E-Class Saloon 2016 (2016-2021)","Accessories Factory Fitted Audio Sound System, Ambient Lightings, 360 Degree Camera, Parking Sensor, Suction Doors, Rear Electric Blind, Auto Tailgate & Kickboot.","Description 1 Owner With Low Mileage! Full C&C Serviced Record, 10 Years Engine Warranty Covered By C&C, 1 Free Agent Servicing (Worth $700) To Go Along, Widescreen Cockpit, Navigation System, Soft Closing Doors, Ambient Lighting, 360 Degree Camera, Contactless Kickboot Release & Etc, Accident Free, Showroom Condition, Please Call For Appointment Before Coming For Viewing!","CategoryPARF Car, Low Mileage Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
180,"$268,000","$32,840",23-Mar-2020,"37,000 km (12.3k /yr)","$2,384 /yr","$78,262","$32,500","2,998 cc","1,495 kg",2019,Auto,"$58,014","$76,426",250.0 kW (335 bhp),2,Sports Car,"Features This variant of the Toyota Supra is equipped by the notorious power making B58 engine mated with a 8 speed ZF automatic transmission, RZ Premium Spec. View specs of the Toyota GR","Accessories Full Artisan Spirits Black Label Kit, Full Cusco Catalogue Installed, Limited Edition HKS SP IV Coilovers, Eventuri Intake, FTP Charge Pipe, CF panels",Description If you're here means you know what you're looking for! The only one of a kind full Original Artisan Spirits Supra in Singapore! Everything that's on the Cusco catalogue has been bought for this unit! Zero expenses spared! An exceptional car that provides both the power & comfort to its user! Unleash the B58ST! Flexible loans available! Contact us now to arrange a non-obligated viewing appointment!,"This car comes with 6-mth Sgcarmart Warranty, the best protection for your car.Ask the dealer to activate the warranty to start the coverage.$0 Repair BillsComprehensive Vehicle Inspection","PARF Car, Premium Ad Car, Sgcarmart Warranty Cars",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
181,"$178,800","$25,600",30-Jul-2018,"91,000 km (19.5k /yr)","$1,210 /yr","$80,870","$34,400","1,998 cc","1,720 kg",2018,Auto,"$62,034","$83,662",190.0 kW (254 bhp),2,Luxury Sedan,Features Offering a neat alternative to the go-to family luxury car or SUV. The 630i TwinPower turbo lopes along highways without fuss! View specs of the BMW 630i,"Accessories Adaptive LED headlight, soft-close doors, Panoramic roof, navigation, elec boot, 360 camera, Bluetooth, parking assist plus.","Description Full PML warranty and service history! 100% accident free, ensuring a peace of mind! A premium practical large prestige car that offers high level of comfort and luxury. Equipped with tons of modern tech and gadgets. Offering commodious space perfect for any families. Flexible loan/high loan available! Trade-ins welcomed. Viewing by appointment base only!","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
182,"$44,800","$14,490",06-Oct-2015,"95,800 km (12.8k /yr)",$682 /yr,"$24,564","$58,700","1,496 cc","1,210 kg",2015,Auto,"$20,818","$16,146",96.0 kW (128 bhp),2,SUV,"Features 1.5L 4-cylinder DOHC i-VTEC engine, CVT auto transmission, SRS airbags, retractable side mirrors, ABS, keyless go. View specs of the Honda Vezel 2014 (2014)","Accessories Keyless entry/start auto LED headlamps, reverse camera, Bluetooth, auto brake hold, multi steering controls, auto retract side mirror.",Description Graceful white exterior matches elegant interior leather for the most fine combination! Tip top well maintenance by owner. Lowest depre in the market! 100% loan approval within 30 minutes with $0 downaway! Best condition ever! View to believed it for it authentical condition! Guaranteed no repairs needed! Solar film to ensure cooling interior to start your journey! Call us now to book a test drive,"CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
